iid,id,gender,idg,condtn,wave,round,position,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,race,imprace,imprelig,goal,date,go_out,exphappy,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es
40,1,1,2,2,2,19,15,18,10,30,0,0.19,0,23,2,10,20,20,20,20,10,0,3,6,6,5,6,5,6,5,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,6,6,8,7,8,4,2,1,2,0
40,1,1,2,2,2,19,8,11,11,31,0,-0.19,0,24,2,35,10,20,20,10,5,0,4,6,6,6,6,4,5,4,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,7,5,4,4,8,3,2,1,2,0
40,1,1,2,2,2,19,18,2,12,32,0,-0.05,1,27,4,50,0,50,0,0,0,0,4,8,7,9,,6,5,5,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,8,10,10,7,8,4,5,1,2,0
40,1,1,2,2,2,19,19,3,13,33,0,-0.29,0,30,2,30,20,30,10,0,10,1,6,8,7,10,7,4,8,5,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,6,10,10,8,5,3,6,1,2,0
40,1,1,2,2,2,19,2,5,14,34,0,0.01,1,21,4,30,5,30,15,15,5,0,4,4,5,4,4,,5,6,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,8,7,6,8,6,4,5,2,2,0
40,1,1,2,2,2,19,17,1,15,35,0,-0.25,0,25,2,20,23,23,22,7,5,1,6,8,9,7,7,8,7,7,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,5,6,6,5,7,3,3,1,2,0
40,1,1,2,2,2,19,6,9,16,36,0,-0.04,0,26,2,20,25,20,15,15,5,0,2,5,2,3,1,3,2,5,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,5,8,9,7,8,4,3,2,2,0
40,1,1,2,2,2,19,11,14,17,37,0,0.13,0,27,2,10,10,30,25,10,15,0,2,4,5,4,4,3,3,6,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,4,6,8,7,6,3,1,1,2,0
40,1,1,2,2,2,19,14,17,19,38,0,-0.15,0,23,1,50,10,20,10,10,0,0,2,8,10,3,10,3,5,1,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,8,9,10,9,10,7,3,1,2,0
40,1,1,2,2,2,19,16,19,20,39,0,0.07,0,24,3,20,20,20,15,15,10,1,6,7,9,9,9,8,7,6,2,25,Operations Research,,4,9,6,2,7,7,3,25,20,25,20,10,0,0,3,10,9,10,4,4,3,1,2,0
41,2,1,4,2,2,19,5,10,1,21,0,-0.3,1,21,4,12,18,20,16,16,18,0,5,8,7,5,9,5,7,2,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,5,5,,5,,2,
41,2,1,4,2,2,19,7,12,2,22,0,-0.23,0,27,1,20,20,20,10,10,20,0,4,7,6,6,7,2,3,3,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,5,5,,5,,2,
41,2,1,4,2,2,19,3,8,3,23,0,0.06,1,21,4,10,20,40,10,10,10,0,5,7,7,6,6,7,7,6,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,8,8,8,8,8,,5,,2,
41,2,1,4,2,2,19,10,15,4,24,0,-0.07,0,27,2,10,20,20,15,20,15,0,7,8,,,8,,8,4,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,5,5,,5,,2,
41,2,1,4,2,2,19,12,17,5,25,0,0.09,0,25,2,20,20,15,15,15,15,0,5,8,8,6,8,5,7,3,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,1,5,5,5,5,5,,5,,2,
41,2,1,4,2,2,19,13,18,6,26,0,-0.05,0,23,2,20,20,20,15,15,10,0,2,5,5,3,5,2,2,2,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,1,5,5,5,5,5,,5,,2,
41,2,1,4,2,2,19,4,9,7,27,0,-0.04,0,22,3,17,10,18,20,25,10,0,1,6,4,2,1,,2,1,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,1,8,8,8,8,8,,8,,2,
41,2,1,4,2,2,19,1,6,8,28,0,,0,26,2,,,,,,,0,2,6,5,4,5,2,2,2,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,1,8,8,8,8,8,8,5,,2,
41,2,1,4,2,2,19,9,14,9,29,0,-0.57,0,22,2,20,22,18,15,15,10,0,4,8,6,3,6,,4,4,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,8,8,8,8,8,,8,,2,
41,2,1,4,2,2,19,15,1,10,30,0,-0.44,0,23,2,10,20,20,20,20,10,0,8,9,8,5,9,5,8,5,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,10,10,10,10,10,,7,,2,
41,2,1,4,2,2,19,8,13,11,31,0,-0.43,0,24,2,35,10,20,20,10,5,0,3,6,6,3,6,2,,,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,8,8,8,8,8,,8,,2,
41,2,1,4,2,2,19,18,4,12,32,0,-0.22,1,27,4,50,0,50,0,0,0,0,7,8,9,,9,7,7,5,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,10,10,10,10,10,,8,,2,
41,2,1,4,2,2,19,19,5,13,33,0,0.41,0,30,2,30,20,30,10,0,10,0,2,6,7,4,6,2,5,2,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,1,10,10,10,10,10,,8,,2,
41,2,1,4,2,2,19,2,7,14,34,0,-0.2,1,21,4,30,5,30,15,15,5,0,3,4,7,4,4,,5,7,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,1,10,10,10,10,10,,8,,2,
41,2,1,4,2,2,19,17,3,15,35,0,-0.27,0,25,2,20,23,23,22,7,5,0,5,9,8,6,7,6,6,7,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,10,5,10,5,5,,,,2,
41,2,1,4,2,2,19,6,11,16,36,0,-0.39,0,26,2,20,25,20,15,15,5,0,1,2,2,1,8,2,2,5,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,5,5,,,,2,
41,2,1,4,2,2,19,11,16,17,37,0,-0.14,0,27,2,10,10,30,25,10,15,0,2,5,6,3,4,3,3,5,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,5,5,,,,2,
41,2,1,4,2,2,19,14,19,19,38,0,-0.19,0,23,1,50,10,20,10,10,0,0,1,1,10,1,10,1,1,1,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,5,5,,,,2,
41,2,1,4,2,2,19,16,2,20,39,0,-0.43,0,24,3,20,20,20,15,15,10,0,3,10,9,6,8,,5,5,2,30,law,1,4,1,1,2,6,5,7,30,20,10,30,0,10,0,5,5,5,10,5,,,1,2,
42,3,1,6,2,2,19,5,11,1,21,0,0.46,1,21,4,12,18,20,16,16,18,1,8,9,8,8,7,6,9,3,,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,3,10,9,5,9,2,6,7,2,1
42,3,1,6,2,2,19,7,13,2,22,0,0.44,0,27,1,20,20,20,10,10,20,0,5,6,6,5,6,3,3,2,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,3,6,8,5,5,1,2,1,2,1
42,3,1,6,2,2,19,3,9,3,23,0,0.41,1,21,4,10,20,40,10,10,10,1,6,6,7,6,6,6,6.5,5,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,6,10,9,8,9,,8,8,2,1
42,3,1,6,2,2,19,10,16,4,24,0,0.09,0,27,2,10,20,20,15,20,15,0,6,8,,7,,,7,5,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,7,6,7,9,8,2,3,1,2,1
42,3,1,6,2,2,19,12,18,5,25,0,0.58,0,25,2,20,20,15,15,15,15,0,6,7,8,7,9,7,7,5,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,1,8,9,7,7,5,,8,6,2,1
42,3,1,6,2,2,19,13,19,6,26,0,0.04,0,23,2,20,20,20,15,15,10,0,2,5,5,3,7,3,3,2,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,1,7,8,8,9,8,,7,4,2,1
42,3,1,6,2,2,19,4,10,7,27,0,-0.07,0,22,3,17,10,18,20,25,10,0,1,4,6,2,6,1,2,2,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,1,8,9,8,9,8,,9,6,2,1
42,3,1,6,2,2,19,1,7,8,28,0,,0,26,2,,,,,,,0,3,5,8,5,8,3,3,3,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,1,7,10,9,8,9,,8,6,2,1
42,3,1,6,2,2,19,9,15,9,29,0,0.1,0,22,2,20,22,18,15,15,10,0,6,8,7,5,5,,6,3,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,3,8,7,5,8,,4,1,2,1
42,3,1,6,2,2,19,15,2,10,30,0,0.46,0,23,2,10,20,20,20,20,10,0,6,7,8,7,8,7,8,6,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,4,7,7,6,6,,6,2,2,1
42,3,1,6,2,2,19,8,14,11,31,0,0.47,0,24,2,35,10,20,20,10,5,0,4,5,6,5,6,4,5,3,,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,8,7,8,2,9,,4,3,2,1
42,3,1,6,2,2,19,18,5,12,32,0,0.54,1,27,4,50,0,50,0,0,0,0,5,6,6,7,8,,6,5,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,5,9,10,8,10,4,5,4,2,1
42,3,1,6,2,2,19,19,6,13,33,0,0.77,0,30,2,30,20,30,10,0,10,0,6,8,6,6,6,5,5,3,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,6,10,10,8,10,6,6,2,2,1
42,3,1,6,2,2,19,2,8,14,34,0,0.35,1,21,4,30,5,30,15,15,5,0,5,4,5,6,7,6,5,5,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,6,9,7,6,6,3,5,6,2,1
42,3,1,6,2,2,19,17,4,15,35,0,0.19,0,25,2,20,23,23,22,7,5,0,6,8,9,8,7,9,8,6,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,3,8,7,7,10,4,4,1,2,1
42,3,1,6,2,2,19,6,12,16,36,0,0.29,0,26,2,20,25,20,15,15,5,0,2,2,4,1,5,1,2,3,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,4,7,7,5,6,,4,3,2,1
42,3,1,6,2,2,19,11,17,17,37,0,0.07,0,27,2,10,10,30,25,10,15,1,4,4,6,7,5,4,4,5,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,4,8,9,6,4,,4,2,2,1
42,3,1,6,2,2,19,14,1,19,38,0,0.13,0,23,1,50,10,20,10,10,0,0,8,8,10,7,7,7,8,1,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,6,10,9,8,10,,8,5,2,1
42,3,1,6,2,2,19,16,3,20,39,0,0.52,0,24,3,20,20,20,15,15,10,1,5,5,9,7,9,,6.5,6,2,23,Mechanical Engineering,5,4,1,6,2,7,4,6,20,25,20,15,10,10,0,4,9,8,6,6,5,6,2,2,1
43,4,1,8,2,2,19,5,14,1,21,0,0.43,0,21,4,12,18,20,16,16,18,0,5,8,8,4,9,3,6,1,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,4,5,6,4,6,2,5,2,2,0
43,4,1,8,2,2,19,7,16,2,22,0,-0.04,0,27,1,20,20,20,10,10,20,0,5,7,7,5,7,3,4,3,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,4,5,5,3,5,1,5,2,2,0
43,4,1,8,2,2,19,3,12,3,23,1,-0.35,0,21,4,10,20,40,10,10,10,1,5,7,8,6,6,7,7,6,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,4,6,5,4,3,2,6,4,1,0
43,4,1,8,2,2,19,10,19,4,24,0,-0.32,1,27,2,10,20,20,15,20,15,0,7,8,8,8,,,7,5,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,5,5,6,4,7,2,5,5,2,0
43,4,1,8,2,2,19,12,2,5,25,0,-0.2,1,25,2,20,20,15,15,15,15,0,4,5,10,4,10,4,4,5,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,8,5,6,6,5,1,6,1,2,0
43,4,1,8,2,2,19,13,3,6,26,0,-0.02,1,23,2,20,20,20,15,15,10,0,2,6,7,1,7,2,2,3,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,6,5,7,5,5,2,5,4,2,0
43,4,1,8,2,2,19,4,13,7,27,0,-0.16,0,22,3,17,10,18,20,25,10,0,1,6,7,6,4,3,2,3,1,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,7,6,5,7,3,5,6,2,2,0
43,4,1,8,2,2,19,1,10,8,28,0,,1,26,2,,,,,,,0,4,6,5,4,4,3,3,4.5,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,5,6,6,4,7,6,5,2,2,0
43,4,1,8,2,2,19,9,18,9,29,0,0.31,1,22,2,20,22,18,15,15,10,0,5,7,5,3,5,,5,4,,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,4,4,5,4,6,5,5,2,2,0
43,4,1,8,2,2,19,15,5,10,30,0,0.21,1,23,2,10,20,20,20,20,10,0,4,6,6,5,7,6,6,5,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,3,4,7,3,7,1,3,2,2,0
43,4,1,8,2,2,19,8,17,11,31,0,-0.48,1,24,2,35,10,20,20,10,5,0,4,5,6,5,5,5,5,4,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,6,6,6,6,5,3,6,2,2,0
43,4,1,8,2,2,19,18,8,12,32,0,-0.13,0,27,4,50,0,50,0,0,0,0,5,7,7,6,9,5,5,3,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,5,6,7,4,4,3,6,1,2,0
43,4,1,8,2,2,19,19,9,13,33,0,0.09,1,30,2,30,20,30,10,0,10,1,5,7,7,5,7,5,6,3,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,4,4,7,3,6,4,4,3,2,0
43,4,1,8,2,2,19,2,11,14,34,0,-0.07,0,21,4,30,5,30,15,15,5,0,4,4,6,4,6,,5,4,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,6,5,5,6,7,2,6,2,2,0
43,4,1,8,2,2,19,17,7,15,35,0,0.26,1,25,2,20,23,23,22,7,5,0,6,8,8,8,7,7,8,8,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,7,4,7,3,7,5,5,1,2,0
43,4,1,8,2,2,19,6,15,16,36,0,0.05,1,26,2,20,25,20,15,15,5,0,1,1,1,1,1,1,1,6,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,1,6,5,5,4,5,4,5,4,2,0
43,4,1,8,2,2,19,11,1,17,37,0,-0.02,1,27,2,10,10,30,25,10,15,0,4,7,8,2,6,2,3,2,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,4,6,7,3,6,4,4,1,2,0
43,4,1,8,2,2,19,14,4,19,38,0,-0.61,0,23,1,50,10,20,10,10,0,0,3,7,10,4,8,2,5,1,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,4,6,7,6,7,2,5,2,2,0
43,4,1,8,2,2,19,16,6,20,39,0,-0.23,0,24,3,20,20,20,15,15,10,1,7,9,8,7,6,5,8,7,2,24,Economics,8,2,1,1,6,6,3,3,25,35,30,10,0,0,0,3,7,7,7,5,3,6,4,2,0
44,5,1,10,2,2,19,5,18,1,21,0,-0.4,0,21,4,12,18,20,16,16,18,0,7,7,8,5,7,2,6,1,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,6,7,8,6,7,7,8,8,2,3
44,5,1,10,2,2,19,7,1,2,22,1,-0.21,0,27,1,20,20,20,10,10,20,1,6,8,8,7,7,6,6,6,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,6,7,6,6,8,5,6,5,2,3
44,5,1,10,2,2,19,3,16,3,23,1,-0.17,0,21,4,10,20,40,10,10,10,1,7,7,7,6,6,9,9,10,1,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,8,8,8,10,7,8,8,8,1,3
44,5,1,10,2,2,19,10,4,4,24,0,0.54,1,27,2,10,20,20,15,20,15,0,5,8,8,,8,6,7,7,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,5,7,8,7,8,8,8,6,2,3
44,5,1,10,2,2,19,12,6,5,25,0,-0.29,1,25,2,20,20,15,15,15,15,0,6,7,9,7,9,3,5,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,7,6,6,7,5,4,7,6,2,3
44,5,1,10,2,2,19,13,7,6,26,0,0.46,1,23,2,20,20,20,15,15,10,0,3,8,7,6,6,4,5,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,8,7,7,8,7,7,9,7,2,3
44,5,1,10,2,2,19,4,17,7,27,0,0.44,0,22,3,17,10,18,20,25,10,0,1,3,4,2,2,1,1,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,9,7,7,7,6,5,7,6,2,3
44,5,1,10,2,2,19,1,14,8,28,0,,1,26,2,,,,,,,0,4,6,7,4,5,2,2,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,5,5,5,5,6,5,5,5,2,3
44,5,1,10,2,2,19,9,3,9,29,1,-0.41,1,22,2,20,22,18,15,15,10,1,8,6,7,3,7,2,6,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,7,6,7,6,7,5,7,5,2,3
44,5,1,10,2,2,19,15,9,10,30,0,-0.27,1,23,2,10,20,20,20,20,10,0,6,9,7,5,6,3,7,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,7,7,7,7,6,7,8,7,2,3
44,5,1,10,2,2,19,8,2,11,31,0,0,1,24,2,35,10,20,20,10,5,0,4,6,7,5,8,5,5,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,9,7,7,6,7,7,9,7,2,3
44,5,1,10,2,2,19,18,12,12,32,0,-0.11,0,27,4,50,0,50,0,0,0,0,5,7,9,5,4,6,6,3,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,7,6,6,7,7,8,9,8,2,3
44,5,1,10,2,2,19,19,13,13,33,0,-0.15,1,30,2,30,20,30,10,0,10,0,5,6,6,2,5,7,4,2,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,6,7,7,6,6,8,6,6,2,3
44,5,1,10,2,2,19,2,15,14,34,0,-0.24,0,21,4,30,5,30,15,15,5,0,4,6,5,4,5,3,5,4,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,8,7,8,7,6,6,8,8,2,3
44,5,1,10,2,2,19,17,11,15,35,0,-0.09,1,25,2,20,23,23,22,7,5,0,5,8,7,7,7,5,6,6,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,8,7,8,,8,6,8,7,2,3
44,5,1,10,2,2,19,6,19,16,36,0,0.48,1,26,2,20,25,20,15,15,5,0,1,1,1,1,1,1,1,5,,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,7,7,7,5,6,7,9,8,2,3
44,5,1,10,2,2,19,11,5,17,37,1,0.31,1,27,2,10,10,30,25,10,15,1,7,6,8,6,9,6,7,7,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,5,5,6,5,7,5,6,5,2,3
44,5,1,10,2,2,19,14,8,19,38,0,-0.16,0,23,1,50,10,20,10,10,0,0,5,10,7,4,5,7,5,1,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,7,6,6,7,6,5,7,6,2,3
44,5,1,10,2,2,19,16,10,20,39,0,-0.01,0,24,3,20,20,20,15,15,10,0,4,7,7,4,5,1,2,1,2,24,Psychology,3,2,3,3,1,3,1,7,25,15,25,25,15,15,1,8,5,5,5,5,4,5,5,2,3
45,6,1,12,2,2,19,5,3,1,21,0,0.01,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,4,5,2,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,8,8,7,9,6,7,7,2,9
45,6,1,12,2,2,19,7,5,2,22,1,-0.02,0,27,1,20,20,20,10,10,20,1,6,7,7,4,6,6,6,6,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,7,7,5,6,5,6,5,2,9
45,6,1,12,2,2,19,3,1,3,23,1,-0.1,0,21,4,10,20,40,10,10,10,1,6,7,7,6,7,5,7,5,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,8,7,6,6,6,7,7,2,9
45,6,1,12,2,2,19,10,8,4,24,0,-0.19,1,27,2,10,20,20,15,20,15,0,7,7,8,,8,,8,6,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,6,6,6,6,5,5,5,6,2,9
45,6,1,12,2,2,19,12,10,5,25,0,-0.01,1,25,2,20,20,15,15,15,15,0,6,8,7,5,8,7,7,5,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,6,6,7,6,6,7,7,2,9
45,6,1,12,2,2,19,13,11,6,26,0,-0.06,1,23,2,20,20,20,15,15,10,0,4,7,6,1,4,3,2,2,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,6,8,7,6,7,8,7,2,9
45,6,1,12,2,2,19,4,2,7,27,0,-0.27,0,22,3,17,10,18,20,25,10,0,3,6,6,4,5,1,1,2,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,8,8,7,8,6,7,8,7,2,9
45,6,1,12,2,2,19,1,18,8,28,0,,1,26,2,,,,,,,0,4,6,5,3,3,3,3,3,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,7,7,6,6,6,8,7,2,9
45,6,1,12,2,2,19,9,7,9,29,1,0.08,1,22,2,20,22,18,15,15,10,1,6,8,7,4,7,2,6,4,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,8,8,6,7,6,6,7,7,2,9
45,6,1,12,2,2,19,15,13,10,30,0,-0.41,1,23,2,10,20,20,20,20,10,0,4,5,5,2,6,5,4,3,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,6,6,6,6,6,5,6,6,2,9
45,6,1,12,2,2,19,8,6,11,31,0,-0.38,1,24,2,35,10,20,20,10,5,0,4,5,7,3,6,4,5,4,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,9,8,8,7,8,6,8,7,2,9
45,6,1,12,2,2,19,18,16,12,32,0,-0.19,0,27,4,50,0,50,0,0,0,0,8,8,9,5,9,6,8,5,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,9,8,8,8,8,7,7,7,2,9
45,6,1,12,2,2,19,19,17,13,33,0,-0.41,1,30,2,30,20,30,10,0,10,0,6,6,7,3,7,3,5,2,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,0,6,5,7,5,7,5,6,7,2,9
45,6,1,12,2,2,19,2,19,14,34,0,-0.05,0,21,4,30,5,30,15,15,5,0,4,5,6,5,6,5,5,3,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,7,7,7,7,7,7,7,2,9
45,6,1,12,2,2,19,17,15,15,35,1,-0.01,1,25,2,20,23,23,22,7,5,1,7,8,9,7,8,9,8,8,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,8,6,7,6,7,7,7,7,2,9
45,6,1,12,2,2,19,6,4,16,36,0,-0.06,1,26,2,20,25,20,15,15,5,0,2,2,5,2,8,4,3,5,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,7,7,8,7,7,7,7,7,2,9
45,6,1,12,2,2,19,11,9,17,37,0,-0.01,1,27,2,10,10,30,25,10,15,0,6,4,7,4,5,2,4,3,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,6,7,6,6,5,6,7,7,2,9
45,6,1,12,2,2,19,14,12,19,38,0,-0.19,0,23,1,50,10,20,10,10,0,0,6,6,8,3,8,3,4,1,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,1,6,6,7,9,7,7,7,7,2,9
45,6,1,12,2,2,19,16,14,20,39,0,-0.08,0,24,3,20,20,20,15,15,10,0,4,5,7,1,5,1,5,1,2,28,Finance,8,2,6,6,2,6,3,7,25,15,25,15,0,20,0,5,7,5,5,6,5,5,7,2,9
46,7,1,14,2,2,19,5,7,1,21,0,0.22,0,21,4,12,18,20,16,16,18,0,6,8,8,6,8,5,8,2,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,0,6,7,10,8,9,8,8,6,2,4
46,7,1,14,2,2,19,7,9,2,22,0,-0.33,0,27,1,20,20,20,10,10,20,1,8,7,7,7,6,7,7,4,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,0,5,8,5,5,6,5,5,5,2,4
46,7,1,14,2,2,19,3,5,3,23,0,-0.52,0,21,4,10,20,40,10,10,10,1,7,6,7,7,7,6,7,5,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,0,6,8,9,8,8,9,8,6,2,4
46,7,1,14,2,2,19,10,12,4,24,0,0.24,1,27,2,10,20,20,15,20,15,1,9,8,7,8,,8,8,7,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,0,7,8,8,8,7,9,8,5,2,4
46,7,1,14,2,2,19,12,14,5,25,0,-0.24,1,25,2,20,20,15,15,15,15,0,7,8,8,6,10,6,8,7,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,1,10,8,7,8,7,8,9.5,6,1,4
46,7,1,14,2,2,19,13,15,6,26,0,0.22,1,23,2,20,20,20,15,15,10,0,7,4,5,6,5,4,6,5,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,1,10,9,9,10,7,8,9.5,7,2,4
46,7,1,14,2,2,19,4,6,7,27,1,0.29,0,22,3,17,10,18,20,25,10,1,8,7,6,6,4,4,6,5,2,26,Finanace,8,2,2,3,2,6,2,7,20,35,20,10,10,5,1,9,8,8,8,7,9,9.5,7,2,4
